date,Exclusive Books,Download,Wattpad,textbook,ebook,poetry,Amazon books,novel
2022-03-10,0,38,6,4,0,60,0,18
2022-03-11,0,33,7,0,0,52,0,15
2022-03-12,6,37,9,0,0,34,0,0
2022-03-13,0,35,5,7,6,41,0,26
2022-03-14,4,33,9,0,0,24,0,19
2022-03-15,5,39,7,6,7,47,0,20
2022-03-16,4,44,10,4,5,36,0,14
2022-03-17,0,50,8,4,0,40,0,14
2022-03-18,0,88,10,0,0,34,0,14
2022-03-19,7,99,10,0,0,32,0,0
2022-03-20,7,99,7,0,0,33,0,22
2022-03-21,0,100,13,0,0,46,0,19
2022-03-22,6,92,8,4,0,43,0,18
2022-03-23,0,85,11,6,7,38,0,17
2022-03-24,0,83,8,0,0,43,0,22
2022-03-25,0,84,12,0,4,31,12,11
2022-03-26,8,89,8,0,0,41,0,21
2022-03-27,6,85,11,0,6,29,0,26
2022-03-28,6,65,9,0,7,30,0,19
2022-03-29,0,69,8,0,5,47,0,12
2022-03-30,6,62,8,0,0,31,0,25
2022-03-31,6,62,13,4,0,43,14,21
2022-04-01,0,58,14,0,5,34,0,15
2022-04-02,0,62,10,0,5,38,0,14
2022-04-03,7,52,7,0,0,33,0,22
2022-04-04,4,56,15,0,6,45,0,21
2022-04-05,5,44,11,0,5,36,0,23
2022-04-06,5,51,7,7,0,70,0,17
2022-04-07,4,54,6,0,0,56,0,21
2022-04-08,7,46,7,4,5,36,0,24
2022-04-09,6,49,12,0,5,48,0,21
2022-04-10,0,53,11,0,7,64,12,27
2022-04-11,0,34,7,4,0,51,0,26
2022-04-12,4,31,0,0,0,46,0,28
2022-04-13,5,42,8,0,6,43,0,14
2022-04-14,5,41,10,0,5,44,0,24
2022-04-15,6,55,13,0,0,39,0,19
2022-04-16,5,50,11,0,0,38,0,32
2022-04-17,8,46,14,0,0,54,0,26
2022-04-18,7,41,10,0,5,43,0,31
2022-04-19,5,32,6,5,5,59,0,35
2022-04-20,6,37,5,4,5,52,0,23
2022-04-21,5,45,11,7,4,46,0,26
2022-04-22,5,46,10,6,0,57,0,28
2022-04-23,4,49,14,0,4,42,0,21
2022-04-24,6,43,9,5,4,63,0,21
2022-04-25,4,30,13,7,0,72,0,27
2022-04-26,6,42,8,5,0,50,0,24
2022-04-27,0,42,10,0,0,51,0,33
2022-04-28,7,42,11,0,5,61,0,21
2022-04-29,0,43,15,0,0,39,13,13
2022-04-30,0,51,12,0,0,42,0,19
2022-05-01,5,46,9,0,0,42,0,20
2022-05-02,0,50,12,5,0,65,0,33
2022-05-03,4,39,7,0,5,61,0,32
2022-05-04,6,43,6,4,0,38,0,32
2022-05-05,6,45,9,0,0,49,0,22
2022-05-06,0,44,9,0,0,47,0,27
2022-05-07,6,39,17,0,0,45,0,22
2022-05-08,4,43,9,4,0,64,0,26
2022-05-09,5,41,7,0,0,80,0,26
2022-05-10,0,46,7,6,4,72,0,34
2022-05-11,5,39,8,4,4,64,0,34
2022-05-12,7,34,6,5,7,61,0,20
2022-05-13,0,39,10,0,0,43,0,18
2022-05-14,5,44,16,0,5,48,0,25
2022-05-15,5,36,12,0,8,66,0,29
2022-05-16,0,40,10,7,5,74,0,21
2022-05-17,5,43,11,0,0,69,0,29
2022-05-18,0,37,9,0,6,68,0,24
2022-05-19,6,39,8,0,0,100,0,24
2022-05-20,0,33,10,0,7,65,0,17
2022-05-21,0,38,20,0,0,54,0,28
2022-05-22,0,41,17,0,0,64,0,34
2022-05-23,6,36,10,0,0,57,0,30
2022-05-24,4,43,9,5,0,74,0,22
2022-05-25,0,39,9,6,4,71,0,21
2022-05-26,6,36,9,6,0,62,0,23
2022-05-27,0,41,14,0,0,39,0,0
2022-05-28,7,41,14,0,0,54,0,15
2022-05-29,0,39,14,6,0,77,0,21
2022-05-30,7,36,8,0,0,78,0,33
2022-05-31,6,39,6,7,0,79,0,31
2022-06-01,5,41,8,5,0,68,0,20
2022-06-02,5,37,11,0,0,75,0,26
2022-06-03,6,44,14,0,0,56,0,32
2022-06-04,0,41,14,0,0,44,0,32
2022-06-05,0,43,6,0,0,71,0,23
2022-06-06,0,30,12,0,4,55,0,28
2022-06-07,0,41,9,0,5,60,0,26
2022-06-08,7,42,12,6,0,68,0,32
2022-06-09,0,35,10,0,0,76,0,22
2022-06-10,0,31,10,0,0,30,0,22
2022-06-11,6,37,11,0,0,37,0,23
2022-06-12,6,38,13,5,6,75,0,28
2022-06-13,4,34,8,0,0,66,0,23
2022-06-14,6,37,10,0,5,50,0,19
2022-06-15,0,37,8,0,0,43,0,14
2022-06-16,0,33,20,0,6,36,0,20
2022-06-17,0,28,14,0,0,43,0,34
2022-06-18,0,36,9,0,0,38,0,21
2022-06-19,0,34,13,0,0,52,0,0
2022-06-20,7,36,16,0,0,55,0,28
2022-06-21,0,32,12,6,0,49,0,0
2022-06-22,5,29,9,0,0,39,0,17
2022-06-23,0,30,14,0,0,35,0,21
2022-06-24,0,34,10,0,0,43,0,17
2022-06-25,12,37,13,0,0,30,0,20
2022-06-26,6,31,14,0,0,35,0,0
2022-06-27,8,34,13,0,0,36,0,18
2022-06-28,6,35,13,0,0,37,13,14
2022-06-29,0,32,10,0,0,29,0,0
2022-06-30,8,37,11,0,0,38,0,17
2022-07-01,7,35,7,0,0,35,0,23
2022-07-02,0,39,10,0,0,30,0,22
2022-07-03,8,36,13,0,0,41,0,42
2022-07-04,0,37,15,0,5,43,0,22
2022-07-05,5,36,10,0,7,39,0,20
2022-07-06,0,34,16,0,0,35,0,22
