date,Property24,Private Property,Remax Hub,Houses for Sale,Flats to rent,Room to rent,The Parks Lifestyle Apartments,Eazi Real Estate,Property sales,Real Estate
2021-03-27,18,23,0,86,14,71,0,0,0,77
2021-03-28,21,24,0,77,15,60,0,0,0,38
2021-03-29,21,25,0,69,17,73,0,0,0,45
2021-03-30,21,25,0,65,16,49,0,0,0,58
2021-03-31,19,25,0,69,16,87,0,0,0,75
2021-04-01,19,24,0,66,16,60,0,0,0,69
2021-04-02,21,24,0,77,17,44,0,0,0,41
2021-04-03,17,25,0,75,11,51,0,0,0,0
2021-04-04,20,27,0,87,15,70,0,64,0,55
2021-04-05,26,35,0,94,19,56,0,0,0,52
2021-04-06,21,32,0,73,20,47,0,0,0,57
2021-04-07,17,29,0,69,22,85,0,0,0,68
2021-04-08,18,27,0,77,16,45,0,0,0,72
2021-04-09,15,25,0,75,14,59,0,0,0,65
2021-04-10,14,24,0,85,17,48,0,0,0,54
2021-04-11,18,29,0,80,16,53,0,0,0,51
2021-04-12,20,29,0,82,20,57,0,0,0,82
2021-04-13,17,29,0,72,20,65,0,0,28,78
2021-04-14,15,28,0,74,21,46,0,0,0,80
2021-04-15,18,25,0,67,17,62,0,0,0,54
2021-04-16,17,26,0,72,18,49,0,0,0,34
2021-04-17,18,23,0,86,16,49,28,0,0,48
2021-04-18,14,29,0,83,19,69,0,0,0,40
2021-04-19,18,32,0,75,20,72,0,0,0,63
2021-04-20,17,28,0,78,19,64,0,0,0,82
2021-04-21,19,25,0,76,18,65,0,0,0,62
2021-04-22,17,25,0,77,18,81,0,0,0,54
2021-04-23,16,24,0,71,17,74,0,0,0,64
2021-04-24,16,22,0,79,16,57,0,0,0,46
2021-04-25,15,30,0,83,19,65,0,0,0,47
2021-04-26,16,26,0,81,16,45,0,0,0,57
2021-04-27,20,25,0,82,17,73,0,0,0,87
2021-04-28,19,26,0,72,18,63,0,0,0,57
2021-04-29,19,27,0,71,18,68,0,0,0,62
2021-04-30,17,19,0,68,14,50,0,0,0,57
2021-05-01,17,25,0,77,14,47,0,0,0,85
2021-05-02,15,25,0,77,17,35,0,0,0,54
2021-05-03,18,26,0,74,16,51,0,0,0,91
2021-05-04,16,26,0,70,17,53,0,0,0,39
2021-05-05,15,25,0,74,16,45,0,0,0,51
2021-05-06,16,28,0,73,15,54,0,0,0,76
2021-05-07,15,22,0,68,17,75,0,0,0,61
2021-05-08,13,24,0,73,13,59,0,0,0,38
2021-05-09,15,19,0,78,18,55,0,0,0,47
2021-05-10,17,29,0,75,17,66,0,0,0,69
2021-05-11,19,26,0,72,18,47,0,27,0,55
2021-05-12,17,27,0,71,15,52,0,0,0,74
2021-05-13,18,25,0,72,16,70,0,0,0,57
2021-05-14,19,23,0,75,15,44,0,0,0,64
2021-05-15,14,23,0,76,17,53,0,0,0,40
2021-05-16,18,27,0,86,15,48,0,0,0,66
2021-05-17,18,31,0,76,20,55,0,0,0,58
2021-05-18,18,29,0,68,19,48,0,0,0,58
2021-05-19,19,31,0,71,18,36,0,0,0,65
2021-05-20,17,26,0,68,15,44,0,0,0,56
2021-05-21,16,25,0,70,17,64,0,0,0,42
2021-05-22,15,22,0,78,12,60,0,0,0,39
2021-05-23,14,26,0,82,17,56,0,0,0,64
2021-05-24,19,31,0,73,19,80,0,0,0,59
2021-05-25,19,29,0,70,21,73,0,0,0,60
2021-05-26,16,25,0,68,18,45,0,0,0,70
2021-05-27,19,25,0,70,15,75,0,0,0,55
2021-05-28,16,23,0,63,17,52,0,0,0,66
2021-05-29,15,19,0,69,15,54,0,0,0,46
2021-05-30,15,24,0,74,17,64,0,0,0,42
2021-05-31,14,25,0,73,17,69,0,0,0,49
2021-06-01,15,23,0,71,18,49,0,0,0,56
2021-06-02,16,25,0,62,15,46,0,0,0,58
2021-06-03,18,26,0,65,16,53,0,0,0,61
2021-06-04,17,18,0,69,13,29,0,0,0,37
2021-06-05,12,24,0,77,16,57,0,0,0,37
2021-06-06,14,31,0,80,14,44,0,0,0,46
2021-06-07,18,28,0,71,19,47,0,0,0,68
2021-06-08,17,26,0,76,16,54,0,0,0,70
2021-06-09,18,26,0,70,18,55,0,0,0,87
2021-06-10,15,27,0,74,18,55,0,0,0,57
2021-06-11,16,24,0,71,18,51,0,0,0,47
2021-06-12,13,23,0,80,15,69,0,0,0,42
2021-06-13,17,26,0,85,16,74,0,0,0,30
2021-06-14,20,29,0,75,17,66,0,0,0,63
2021-06-15,16,27,0,70,16,43,0,0,0,49
2021-06-16,12,25,0,82,18,62,0,0,0,54
2021-06-17,14,23,0,68,21,63,0,0,0,61
2021-06-18,12,26,0,70,16,54,0,0,0,32
2021-06-19,16,26,0,72,15,48,0,0,0,40
2021-06-20,14,25,0,77,17,45,0,27,0,67
2021-06-21,18,31,0,77,20,70,0,0,0,74
2021-06-22,15,28,0,67,20,64,0,0,0,50
2021-06-23,18,28,0,69,17,68,0,0,0,66
2021-06-24,15,25,0,77,18,39,0,0,0,47
2021-06-25,15,23,0,65,14,52,0,0,0,41
2021-06-26,16,23,0,70,14,53,0,0,0,54
2021-06-27,15,22,0,75,14,54,0,0,0,62
2021-06-28,16,26,0,74,17,47,0,0,0,66
2021-06-29,20,24,0,68,18,75,0,0,0,62
2021-06-30,15,22,0,68,14,56,0,0,0,66
2021-07-01,16,26,0,66,18,63,0,0,0,68
2021-07-02,17,24,0,67,15,42,0,0,0,58
2021-07-03,16,27,0,76,15,35,0,0,0,36
2021-07-04,20,27,0,86,18,56,0,0,0,48
