date,Property24,Private Property,Remax Hub,Houses for Sale,Flats to rent,Room to rent,The Parks Lifestyle Apartments,Eazi Real Estate,Property sales,Real Estate
2024-03-19,58,26,0,69,22,34,0,0,0,81
2024-03-20,55,27,0,65,18,36,0,0,0,54
2024-03-21,52,22,0,74,18,32,0,0,0,49
2024-03-22,49,18,0,65,19,43,0,0,0,52
2024-03-23,45,17,0,73,20,45,0,0,0,0
2024-03-24,59,18,0,72,18,41,0,0,0,46
2024-03-25,52,27,0,69,18,29,0,0,0,91
2024-03-26,56,23,0,66,18,45,0,0,0,59
2024-03-27,55,19,0,61,16,43,0,0,0,45
2024-03-28,48,17,0,54,13,26,0,0,0,50
2024-03-29,45,18,0,64,16,40,0,0,0,0
2024-03-30,42,18,0,73,15,45,0,0,0,46
2024-03-31,50,21,0,73,18,34,0,0,0,56
2024-04-01,55,21,0,80,19,41,0,0,0,39
2024-04-02,58,22,0,67,21,42,0,0,0,68
2024-04-03,50,24,0,59,18,38,0,0,0,56
2024-04-04,52,21,0,62,18,34,0,0,0,68
2024-04-05,49,19,0,63,15,34,0,0,0,41
2024-04-06,43,18,0,67,16,40,0,0,0,42
2024-04-07,43,18,0,64,15,37,0,0,0,41
2024-04-08,52,23,0,64,18,30,0,0,0,80
2024-04-09,45,24,0,59,18,35,0,0,0,68
2024-04-10,48,22,0,65,19,33,0,0,0,47
2024-04-11,52,24,0,61,19,44,0,0,0,42
2024-04-12,48,23,0,54,13,29,0,0,0,50
2024-04-13,42,15,0,66,19,34,0,0,0,35
2024-04-14,48,18,0,68,16,33,33,0,0,38
2024-04-15,49,22,0,60,20,46,0,0,0,73
2024-04-16,54,19,0,63,22,33,0,0,0,45
2024-04-17,51,18,0,65,15,0,0,0,0,35
2024-04-18,42,18,0,63,22,47,0,0,0,53
2024-04-19,48,21,0,65,16,30,0,0,0,28
2024-04-20,43,18,0,69,14,60,0,0,0,47
2024-04-21,46,19,0,72,16,39,0,0,0,36
2024-04-22,49,20,0,71,21,41,0,0,0,54
2024-04-23,46,20,0,67,23,38,0,0,0,58
2024-04-24,44,20,0,60,21,39,0,0,0,55
2024-04-25,40,21,0,65,16,49,0,0,0,47
2024-04-26,37,18,0,54,18,36,0,0,0,45
2024-04-27,36,17,0,57,17,40,0,0,0,31
2024-04-28,35,18,0,71,14,45,0,0,0,36
2024-04-29,47,22,0,67,19,42,0,0,0,53
2024-04-30,41,21,0,63,16,42,0,0,0,52
2024-05-01,40,19,0,68,15,59,0,0,0,31
2024-05-02,40,22,0,53,16,31,0,0,0,55
2024-05-03,41,20,0,58,18,43,0,0,0,49
2024-05-04,38,13,0,67,13,27,0,0,0,37
2024-05-05,44,19,0,64,15,0,0,0,0,28
2024-05-06,50,22,0,65,21,40,0,0,0,58
2024-05-07,38,22,0,57,19,36,0,0,0,24
2024-05-08,45,20,0,64,18,30,0,0,0,56
2024-05-09,43,20,0,65,20,30,0,0,0,51
2024-05-10,43,19,0,57,15,37,0,0,0,43
2024-05-11,34,14,0,59,10,37,0,0,0,55
2024-05-12,35,16,0,60,15,66,0,0,0,0
2024-05-13,50,27,0,67,17,30,0,0,0,45
2024-05-14,48,24,0,59,17,37,0,0,0,53
2024-05-15,40,21,0,58,15,40,0,0,0,68
2024-05-16,41,20,0,60,14,46,0,0,0,67
2024-05-17,41,21,0,66,19,37,0,0,0,60
2024-05-18,38,20,0,64,13,0,0,0,0,52
2024-05-19,37,22,0,67,15,44,0,0,0,67
2024-05-20,50,23,0,60,23,40,0,0,0,71
2024-05-21,42,21,0,76,22,53,0,0,0,53
2024-05-22,41,19,0,59,19,41,0,0,0,52
2024-05-23,40,28,0,64,19,47,0,0,0,50
2024-05-24,36,19,0,60,17,32,0,0,0,36
2024-05-25,34,17,0,61,16,41,0,0,0,60
2024-05-26,38,18,0,77,15,0,0,0,0,54
2024-05-27,42,25,0,60,23,47,0,0,0,50
2024-05-28,41,23,0,69,15,53,0,0,0,66
2024-05-29,33,17,0,58,20,50,0,0,0,36
2024-05-30,38,22,0,59,18,42,0,0,0,54
2024-05-31,29,12,0,51,17,34,0,0,0,27
2024-06-01,28,16,0,57,13,39,0,0,0,52
2024-06-02,39,17,0,63,14,39,0,0,0,42
2024-06-03,37,20,0,60,18,41,0,0,0,42
2024-06-04,39,20,0,60,16,39,0,0,0,50
2024-06-05,38,27,0,58,21,0,0,0,0,69
2024-06-06,41,26,0,57,18,27,0,0,0,62
2024-06-07,36,19,0,57,16,32,0,0,0,46
2024-06-08,33,23,0,70,15,0,0,0,0,56
2024-06-09,38,22,0,62,18,0,0,0,0,66
2024-06-10,42,25,0,61,21,50,0,0,0,49
2024-06-11,44,21,0,66,18,36,0,0,0,53
2024-06-12,42,24,0,61,27,40,0,0,0,41
2024-06-13,42,22,0,65,19,0,0,0,0,55
2024-06-14,35,19,0,54,19,40,0,0,0,52
2024-06-15,34,16,0,66,16,0,0,0,0,37
2024-06-16,38,21,0,62,17,0,0,0,0,47
2024-06-17,41,25,0,73,20,46,0,0,0,60
2024-06-18,42,22,0,76,18,51,0,0,0,67
2024-06-19,43,23,0,66,19,32,0,0,0,56
2024-06-20,38,25,0,63,17,32,0,0,0,46
2024-06-21,35,23,0,69,16,45,0,0,0,57
2024-06-22,35,16,0,60,17,43,0,0,0,50
2024-06-23,35,21,0,80,16,39,0,0,0,64
2024-06-24,44,27,0,74,21,28,0,0,0,42
2024-06-25,33,20,0,65,16,40,0,0,0,61
2024-06-26,38,23,0,62,20,24,0,0,0,72
2024-06-27,39,24,0,62,20,49,0,0,0,67
2024-06-28,37,17,0,70,14,45,0,0,0,58
2024-06-29,35,18,0,63,14,43,0,0,0,57
2024-06-30,28,22,0,74,18,42,0,0,0,40
2024-07-01,37,26,0,55,20,34,0,0,0,55
2024-07-02,39,26,0,59,14,43,0,0,0,61
2024-07-03,42,21,0,69,16,0,0,0,0,61
2024-07-04,36,20,0,68,13,0,0,0,0,34
2024-07-05,36,20,0,64,11,0,0,0,0,67
2024-07-06,31,15,0,66,16,0,0,0,0,48
2024-07-07,34,19,0,77,18,45,0,0,0,49
2024-07-08,44,24,0,74,18,32,0,0,0,56
2024-07-09,39,21,0,65,20,47,0,0,0,75
2024-07-10,33,22,0,62,20,36,0,0,0,52
