date,KFC,beverage,McDonalds,Checkers,Woolworths,Pick n Pay,Nandos,Burger King,Debonairs Pizza,Grocery delivery
2021-12-09,39,0,9,11,12,21,54,20,26,0
2021-12-10,46,0,12,14,13,18,72,34,26,0
2021-12-11,39,0,12,15,11,20,56,26,29,0
2021-12-12,35,0,9,14,11,18,56,22,15,0
2021-12-13,36,0,9,12,11,20,50,19,15,0
2021-12-14,37,0,8,13,12,26,60,24,18,0
2021-12-15,49,0,12,15,10,22,69,34,33,0
2021-12-16,51,0,14,16,13,23,71,33,35,0
2021-12-17,46,0,15,12,16,29,82,35,31,0
2021-12-18,48,0,14,13,15,26,64,31,50,0
2021-12-19,43,0,11,12,17,22,63,24,27,0
2021-12-20,45,0,11,15,18,24,64,27,25,0
2021-12-21,44,0,10,16,22,24,63,29,24,0
2021-12-22,42,0,9,17,21,30,69,35,28,0
2021-12-23,47,0,14,21,25,30,79,28,35,0
2021-12-24,51,0,16,26,32,42,85,33,47,0
2021-12-25,38,0,16,19,23,31,73,20,20,0
2021-12-26,36,0,12,12,10,17,72,26,30,0
2021-12-27,39,0,12,9,11,18,76,29,27,0
2021-12-28,37,0,9,11,10,22,59,32,16,0
2021-12-29,35,0,12,13,11,21,57,23,29,0
2021-12-30,39,0,13,15,13,24,57,28,20,0
2021-12-31,41,0,16,20,11,27,78,25,35,0
2022-01-01,50,0,22,7,10,19,80,33,30,0
2022-01-02,36,0,12,9,8,12,60,23,24,0
2022-01-03,30,0,8,6,9,13,56,21,13,0
2022-01-04,33,0,8,8,10,18,57,23,14,0
2022-01-05,32,0,9,8,10,13,57,22,18,0
