date,Hollywoodbets,The Courier Guy,ShopRite,Steers,Betway,Buffalo Logistics,Uber Eats,Bolt,60 sixty,PaymeNow
2023-08-31,4,6,41,15,5,16,0,58,0,12
2023-09-01,7,3,50,20,5,23,0,59,0,32
2023-09-02,6,0,50,16,7,0,0,68,0,39
2023-09-03,3,0,44,14,8,0,0,48,0,40
2023-09-04,0,7,41,11,7,12,0,59,0,48
2023-09-05,4,6,47,12,6,20,0,61,0,48
2023-09-06,0,6,34,35,7,25,0,52,0,50
2023-09-07,6,5,38,13,8,21,0,54,0,51
2023-09-08,5,7,41,14,8,14,0,56,0,44
2023-09-09,7,0,44,13,7,11,0,64,0,68
2023-09-10,6,0,40,13,6,0,0,55,0,42
2023-09-11,4,4,44,8,6,27,0,63,0,49
2023-09-12,5,4,44,10,6,36,0,56,0,58
2023-09-13,6,4,62,32,5,25,0,51,0,62
2023-09-14,5,6,100,13,6,17,0,61,0,71
2023-09-15,5,4,88,18,6,10,0,57,0,89
2023-09-16,6,0,72,15,9,0,11,53,0,43
2023-09-17,4,0,63,11,9,0,0,37,0,28
2023-09-18,3,4,39,10,6,18,0,57,0,28
2023-09-19,0,5,29,9,6,19,0,58,0,28
2023-09-20,6,7,33,30,7,18,0,46,0,21
2023-09-21,4,0,45,14,6,15,0,47,0,21
2023-09-22,3,4,48,21,6,11,0,66,0,12
2023-09-23,5,0,48,15,10,0,0,53,0,16
2023-09-24,7,0,45,18,6,19,0,52,0,0
2023-09-25,4,4,58,14,5,0,0,47,0,11
2023-09-26,3,4,36,14,4,15,0,55,0,11
2023-09-27,5,4,40,34,7,13,0,48,0,0
2023-09-28,5,9,46,14,7,16,0,41,0,11
2023-09-29,6,4,51,21,6,14,0,57,0,13
2023-09-30,5,0,55,19,9,0,0,73,0,15
2023-10-01,6,0,56,11,8,0,0,57,0,22
2023-10-02,4,6,46,12,7,11,0,74,0,33
2023-10-03,0,5,52,15,8,16,0,47,0,43
2023-10-04,5,6,48,36,7,11,0,48,0,39
2023-10-05,6,6,52,12,6,11,0,58,0,40
2023-10-06,5,4,54,18,7,18,0,59,0,55
2023-10-07,5,0,51,14,7,0,0,58,0,53
2023-10-08,7,0,45,9,6,0,0,40,0,51
2023-10-09,4,4,45,9,7,18,0,48,0,58
2023-10-10,4,4,43,11,10,21,0,56,0,47
2023-10-11,5,4,37,28,9,17,0,53,0,56
2023-10-12,6,6,34,14,5,15,0,44,0,65
2023-10-13,6,4,47,15,6,17,0,45,0,90
2023-10-14,5,0,44,13,7,19,0,41,0,90
2023-10-15,4,0,46,10,8,0,0,42,0,85
2023-10-16,0,4,34,6,4,23,0,64,14,47
2023-10-17,0,5,34,12,5,15,0,55,0,30
2023-10-18,7,7,37,29,8,13,0,47,0,31
2023-10-19,4,5,38,10,6,12,0,43,0,22
2023-10-20,4,5,40,18,5,11,0,56,0,22
2023-10-21,5,0,37,9,8,14,0,47,0,21
2023-10-22,5,0,45,14,8,0,0,39,0,19
2023-10-23,5,5,53,11,6,10,0,58,0,14
2023-10-24,5,4,46,14,8,16,0,47,0,9
2023-10-25,3,5,49,42,9,11,0,52,0,13
2023-10-26,5,4,50,17,9,15,0,50,0,10
2023-10-27,5,5,53,22,7,12,0,47,0,0
2023-10-28,0,0,49,19,12,0,0,63,0,0
2023-10-29,5,0,42,10,8,0,0,37,0,0
2023-10-30,3,4,40,13,6,15,0,45,0,10
2023-10-31,4,5,37,17,7,13,0,53,0,14
2023-11-01,3,7,41,41,10,18,0,45,0,22
2023-11-02,5,5,39,16,7,29,0,48,0,31
2023-11-03,6,6,41,21,9,14,0,53,0,49
2023-11-04,0,0,41,16,10,0,0,50,0,61
2023-11-05,7,0,47,18,11,10,0,40,0,53
2023-11-06,4,6,39,11,8,24,0,53,0,45
2023-11-07,4,5,38,11,11,24,0,45,0,49
2023-11-08,4,7,37,32,7,20,0,49,0,58
2023-11-09,5,6,37,15,7,36,0,57,0,76
2023-11-10,4,4,35,16,5,25,0,50,0,73
2023-11-11,4,0,38,18,10,18,0,54,0,68
2023-11-12,5,0,41,9,8,12,0,36,0,78
2023-11-13,4,5,37,8,5,35,0,64,0,65
2023-11-14,5,5,40,12,7,27,0,55,0,63
2023-11-15,4,6,41,40,7,31,0,56,0,71
2023-11-16,0,4,40,17,7,31,0,48,0,31
2023-11-17,4,6,39,20,7,25,0,47,0,37
2023-11-18,0,0,44,17,6,13,0,47,0,31
2023-11-19,5,0,37,11,5,0,0,47,0,27
2023-11-20,0,6,45,11,6,22,0,50,0,31
2023-11-21,5,4,47,8,4,29,0,48,0,23
2023-11-22,6,7,57,28,3,20,0,49,0,22
2023-11-23,4,10,66,14,7,31,0,58,0,12
2023-11-24,5,4,58,25,7,24,0,52,0,12
2023-11-25,6,0,61,20,9,18,0,50,0,0
2023-11-26,7,0,57,17,9,13,0,43,0,23
2023-11-27,6,4,52,14,8,35,0,50,0,13
2023-11-28,5,6,46,16,0,31,10,61,0,13
2023-11-29,5,7,43,41,9,32,0,52,0,18
2023-11-30,6,9,50,22,7,29,0,63,0,27
2023-12-01,6,7,51,19,7,29,0,64,0,48
2023-12-02,5,0,52,19,7,0,0,78,0,64
2023-12-03,7,0,48,18,8,22,0,37,0,59
2023-12-04,7,7,42,18,8,50,0,48,0,82
2023-12-05,6,4,41,13,9,44,0,54,0,72
2023-12-06,6,6,39,36,9,30,0,62,0,67
2023-12-07,0,9,45,16,7,37,0,62,0,77
2023-12-08,6,6,42,21,10,31,0,58,0,65
2023-12-09,6,6,44,13,6,17,0,61,0,79
2023-12-10,5,0,47,13,9,0,0,58,0,66
2023-12-11,5,8,53,12,6,30,0,56,0,70
2023-12-12,4,6,45,13,7,26,0,48,0,55
2023-12-13,4,8,51,42,7,37,0,49,0,50
2023-12-14,5,8,52,23,9,27,0,64,0,36
2023-12-15,6,5,66,20,7,13,0,70,0,30
2023-12-16,7,4,69,17,8,0,0,67,0,26
2023-12-17,6,0,54,14,0,0,0,56,0,22
2023-12-18,0,7,55,15,4,30,0,53,0,24
2023-12-19,5,6,58,16,0,22,12,62,0,14
2023-12-20,5,8,54,44,7,25,0,64,0,22
2023-12-21,5,8,63,20,7,16,0,66,0,14
2023-12-22,5,5,66,20,8,13,0,66,0,12
2023-12-23,5,4,70,20,7,0,0,67,0,12
2023-12-24,0,0,88,17,5,0,0,62,0,0
2023-12-25,0,0,96,16,9,0,0,69,0,0
2023-12-26,0,0,58,14,6,0,0,41,0,16
2023-12-27,6,4,60,32,6,13,0,45,0,22
2023-12-28,8,7,57,17,9,0,0,59,0,17
2023-12-29,6,4,62,16,10,0,0,59,0,29
2023-12-30,4,0,53,19,6,14,0,40,0,18
2023-12-31,5,0,79,12,6,0,0,49,0,21
2024-01-01,5,0,72,26,5,0,0,35,0,53
2024-01-02,0,0,57,13,6,14,0,50,0,66
2024-01-03,4,0,54,35,9,22,0,44,0,63
2024-01-04,6,4,59,13,7,0,0,47,0,89
2024-01-05,6,0,59,16,8,12,0,44,0,74
2024-01-06,5,0,47,14,9,0,0,37,0,78
2024-01-07,6,0,57,14,7,0,0,39,0,76
2024-01-08,5,3,49,7,6,0,0,64,0,80
2024-01-09,4,0,38,10,9,22,0,45,0,72
