date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2021-12-10,0,1,6,2,1,25,15,54,31,47
2021-12-11,0,0,6,2,1,21,15,60,32,46
2021-12-12,0,0,6,2,1,27,18,57,30,49
2021-12-13,0,0,6,2,1,23,14,54,32,46
2021-12-14,0,0,6,2,1,22,16,58,35,46
2021-12-15,0,0,5,2,1,22,18,61,39,46
2021-12-16,0,0,6,2,1,28,19,71,40,54
2021-12-17,0,0,5,2,1,26,15,64,35,50
2021-12-18,0,0,7,2,1,28,20,69,40,55
2021-12-19,0,0,6,2,1,26,20,68,38,52
2021-12-20,1,0,6,3,1,28,18,64,45,54
2021-12-21,0,0,6,2,1,27,20,56,38,55
2021-12-22,0,0,5,2,1,25,17,60,38,49
2021-12-23,0,0,6,2,1,27,18,71,35,52
2021-12-24,0,0,5,2,1,23,18,54,31,44
2021-12-25,0,0,4,1,1,20,15,49,24,37
2021-12-26,0,0,4,1,1,21,12,47,22,41
2021-12-27,0,0,5,2,1,22,15,48,28,47
2021-12-28,0,0,5,2,1,19,12,44,26,41
2021-12-29,0,0,4,2,1,20,13,49,25,44
2021-12-30,0,0,4,2,0,20,11,43,20,41
2021-12-31,0,0,3,1,1,13,7,34,17,31
2022-01-01,0,0,4,1,1,15,10,35,14,35
2022-01-02,0,0,4,1,1,18,12,38,22,36
2022-01-03,1,0,3,2,1,18,12,34,16,34
2022-01-04,0,0,3,2,1,17,10,32,16,35
2022-01-05,0,0,3,2,1,13,9,35,17,34
