date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2021-04-09,11,0,78,41,10,28,18,61,27,66
2021-04-10,6,0,74,37,9,31,19,66,30,74
2021-04-11,12,0,70,36,13,26,16,68,28,61
2021-04-12,10,0,65,31,10,27,14,50,27,61
2021-04-13,15,0,61,40,9,26,15,46,25,69
2021-04-14,11,0,65,30,8,22,14,53,25,68
2021-04-15,12,0,63,38,8,23,16,58,26,62
2021-04-16,15,0,70,40,8,24,17,62,31,67
2021-04-17,10,0,98,44,12,32,20,75,32,81
2021-04-18,8,0,82,40,15,30,21,68,31,84
2021-04-19,12,0,69,40,10,25,13,53,27,73
2021-04-20,14,0,68,42,11,26,17,52,30,69
2021-04-21,9,0,70,34,11,26,15,65,31,79
2021-04-22,10,5,71,41,13,31,18,64,35,82
2021-04-23,11,0,85,50,9,36,23,72,36,83
2021-04-24,14,0,100,52,13,33,22,78,36,92
2021-04-25,11,0,93,50,18,37,20,74,39,92
2021-04-26,10,0,94,46,15,41,21,71,39,88
2021-04-27,9,0,87,45,11,36,18,71,39,90
2021-04-28,11,0,84,44,12,32,19,71,33,85
2021-04-29,7,0,79,51,13,30,18,60,39,92
2021-04-30,12,0,84,45,15,31,18,67,39,96
2021-05-01,11,0,97,48,14,34,24,76,46,100
2021-05-02,12,5,96,62,14,41,21,76,36,93
2021-05-03,12,4,73,48,11,30,17,59,32,80
2021-05-04,10,0,67,48,10,28,19,60,26,82
2021-05-05,11,0,73,41,12,27,17,56,30,88
2021-05-06,12,0,84,45,12,28,19,60,33,84
2021-05-07,16,0,62,45,11,23,17,61,37,85
2021-05-08,10,0,86,44,13,37,21,76,37,87
2021-05-09,10,0,74,38,11,29,19,66,35,83
2021-05-10,14,0,70,36,13,25,18,55,29,79
2021-05-11,11,0,67,36,7,26,13,51,30,75
2021-05-12,8,0,63,40,7,29,14,56,29,74
2021-05-13,6,0,77,31,9,28,14,58,30,70
2021-05-14,12,0,82,34,13,29,16,59,33,75
2021-05-15,11,0,90,43,15,32,20,65,34,85
2021-05-16,11,0,91,36,14,36,21,66,33,79
2021-05-17,10,0,75,39,11,25,15,51,30,72
2021-05-18,13,0,78,41,11,25,14,55,29,79
2021-05-19,13,0,71,43,9,27,20,60,28,75
2021-05-20,8,0,81,44,15,32,18,57,31,84
2021-05-21,10,0,78,43,10,30,23,63,31,88
2021-05-22,7,0,99,48,16,38,23,67,40,82
2021-05-23,11,5,84,46,15,34,20,69,32,82
2021-05-24,15,0,83,47,10,40,18,57,34,86
2021-05-25,13,4,80,57,12,35,16,62,36,84
2021-05-26,9,0,77,53,10,32,21,66,33,89
2021-05-27,13,4,78,50,12,30,20,61,31,86
2021-05-28,8,0,81,44,12,32,20,72,40,86
2021-05-29,16,0,89,49,13,39,26,72,41,88
2021-05-30,8,0,90,45,12,36,24,71,36,84
2021-05-31,14,0,72,39,14,30,18,60,33,82
2021-06-01,10,0,71,47,8,34,25,58,33,87
2021-06-02,7,0,81,46,12,32,22,67,34,84
2021-06-03,11,6,82,46,13,31,22,61,37,95
2021-06-04,9,0,77,44,12,33,20,69,32,86
2021-06-05,10,0,93,46,10,34,21,74,34,94
2021-06-06,9,0,94,43,16,34,22,70,34,84
2021-06-07,10,0,70,48,11,29,19,56,32,75
2021-06-08,11,0,77,41,10,29,19,57,30,75
2021-06-09,9,0,77,35,12,30,20,61,27,74
2021-06-10,9,5,67,42,10,30,21,52,31,71
2021-06-11,9,5,80,39,15,32,21,64,30,73
2021-06-12,10,0,86,48,15,35,24,71,38,76
2021-06-13,9,0,86,45,18,36,27,65,32,79
2021-06-14,11,0,77,36,14,28,23,60,31,69
2021-06-15,10,0,77,40,11,32,18,55,27,67
2021-06-16,13,0,87,47,10,32,24,75,32,74
2021-06-17,7,4,78,43,13,25,21,53,29,66
2021-06-18,11,8,78,42,11,30,23,54,35,67
2021-06-19,9,7,91,46,14,33,23,67,37,81
2021-06-20,11,0,88,41,17,32,23,73,31,64
2021-06-21,13,0,77,37,15,29,20,51,31,65
2021-06-22,11,6,85,37,14,27,19,57,28,67
2021-06-23,10,5,75,44,12,26,19,55,36,64
2021-06-24,11,6,73,50,13,28,18,63,45,67
2021-06-25,14,5,83,51,12,36,23,65,48,75
2021-06-26,10,0,89,52,17,41,28,75,42,71
2021-06-27,6,0,85,46,15,38,21,73,45,74
2021-06-28,10,4,71,51,9,29,19,59,36,67
2021-06-29,17,4,77,52,12,32,21,54,37,64
2021-06-30,13,4,79,47,13,29,21,55,42,62
2021-07-01,10,0,79,48,16,27,24,65,40,68
2021-07-02,12,0,83,50,15,30,22,68,39,62
2021-07-03,12,0,98,47,13,32,27,79,44,73
2021-07-04,8,0,92,43,17,32,23,74,36,71
