date,Sales,Black friday,Sneakers,Online Shopping,Shein,Adidas,Puma,Nike,sportscene,clothing
2022-04-06,9,0,67,33,26,25,17,51,25,66
2022-04-07,9,0,68,36,26,28,15,59,31,82
2022-04-08,6,3,76,35,27,30,21,57,33,82
2022-04-09,8,3,84,43,31,34,22,71,37,88
2022-04-10,7,3,79,46,36,36,22,70,39,100
2022-04-11,8,3,68,36,27,24,17,53,29,89
2022-04-12,6,0,65,37,26,22,16,49,26,63
2022-04-13,9,3,64,32,21,26,14,49,28,65
2022-04-14,9,3,71,32,23,29,19,55,29,69
2022-04-15,6,0,77,35,27,35,17,71,35,76
2022-04-16,7,0,94,42,30,35,24,77,36,84
2022-04-17,8,0,86,41,37,37,20,74,34,77
2022-04-18,5,0,80,42,31,34,22,67,33,78
2022-04-19,9,5,60,39,28,26,14,53,28,70
2022-04-20,9,0,61,41,31,27,18,52,29,76
2022-04-21,8,0,65,32,23,27,17,56,31,76
2022-04-22,8,0,77,36,26,29,21,59,31,71
2022-04-23,7,0,91,45,30,36,25,70,38,85
2022-04-24,9,0,91,43,30,32,22,81,40,85
2022-04-25,10,0,79,44,23,28,18,57,31,74
2022-04-26,8,3,70,43,27,27,17,55,31,85
2022-04-27,10,0,84,44,27,33,20,71,39,92
2022-04-28,9,0,79,37,25,30,18,62,32,85
2022-04-29,9,3,85,40,25,30,18,64,34,87
2022-04-30,8,0,90,43,29,34,24,77,38,89
2022-05-01,7,0,93,44,31,31,22,85,40,82
2022-05-02,6,0,90,40,28,33,24,71,34,74
2022-05-03,9,0,67,35,21,26,17,52,31,64
2022-05-04,7,0,63,35,23,24,17,53,27,67
2022-05-05,8,0,64,34,24,25,14,52,28,77
2022-05-06,8,0,69,35,24,24,14,54,31,68
2022-05-07,7,0,82,39,23,29,20,66,30,76
2022-05-08,7,0,71,32,25,31,19,63,29,69
2022-05-09,9,0,69,34,24,24,18,49,26,66
2022-05-10,7,0,81,38,25,22,15,47,23,70
2022-05-11,9,2,71,36,24,26,15,49,22,71
2022-05-12,9,3,63,28,20,27,14,49,23,62
2022-05-13,8,0,66,38,23,27,16,57,27,71
2022-05-14,6,0,92,34,25,34,20,70,31,75
2022-05-15,7,0,79,31,26,29,18,62,30,74
2022-05-16,8,0,65,28,25,28,19,49,24,63
2022-05-17,9,3,63,34,25,28,16,49,22,67
2022-05-18,6,0,65,35,21,26,14,52,24,64
2022-05-19,12,3,71,35,27,28,15,51,27,68
2022-05-20,8,0,75,36,20,30,17,54,27,68
2022-05-21,8,0,96,41,24,36,19,74,32,69
2022-05-22,7,0,83,44,28,37,20,71,30,78
2022-05-23,6,0,70,37,25,31,14,50,29,68
2022-05-24,10,0,73,36,24,31,16,58,31,75
2022-05-25,7,0,72,46,23,30,25,57,32,79
2022-05-26,6,0,80,40,23,37,21,57,35,76
2022-05-27,8,0,83,38,23,29,21,60,32,75
2022-05-28,7,0,84,38,25,36,20,70,40,80
2022-05-29,8,0,88,36,24,36,21,71,42,76
2022-05-30,7,0,72,41,25,32,18,54,27,70
2022-05-31,11,0,70,39,22,30,17,59,29,75
2022-06-01,9,3,74,42,19,31,16,51,30,71
2022-06-02,8,0,74,40,23,28,17,61,30,74
2022-06-03,10,4,85,39,21,30,19,60,31,81
2022-06-04,9,0,91,38,28,37,20,76,35,80
2022-06-05,9,0,83,41,27,41,19,69,33,80
2022-06-06,8,0,76,37,25,26,14,53,28,68
2022-06-07,10,0,74,37,22,28,13,50,28,64
2022-06-08,7,4,71,37,26,32,17,55,22,64
2022-06-09,7,3,74,37,22,27,17,54,27,66
2022-06-10,8,3,71,37,26,32,22,57,29,69
2022-06-11,9,0,92,40,29,36,24,72,34,74
2022-06-12,8,0,92,36,27,38,23,76,35,76
2022-06-13,15,4,78,36,23,29,19,53,27,67
2022-06-14,7,0,75,38,25,29,19,52,26,67
2022-06-15,9,5,69,39,27,27,17,60,30,71
2022-06-16,9,4,95,45,30,36,25,70,35,85
2022-06-17,8,5,88,36,27,35,20,66,31,76
2022-06-18,6,0,100,44,29,34,25,77,35,79
2022-06-19,7,6,95,35,28,37,19,79,39,73
2022-06-20,8,3,83,40,24,29,20,63,31,72
2022-06-21,11,0,80,39,26,26,20,62,31,71
2022-06-22,10,0,80,36,26,24,20,63,31,64
2022-06-23,10,0,73,46,26,26,15,57,37,73
2022-06-24,9,0,89,40,28,31,18,69,38,75
2022-06-25,8,0,96,52,28,34,30,81,45,84
2022-06-26,9,0,98,44,25,36,24,77,40,83
2022-06-27,9,3,80,44,28,31,20,61,37,73
2022-06-28,9,3,78,42,28,27,19,60,36,71
2022-06-29,9,0,73,47,25,28,18,59,33,71
2022-06-30,8,0,78,42,22,30,20,64,32,64
2022-07-01,8,0,85,42,22,29,25,67,38,68
2022-07-02,8,0,100,41,28,28,22,73,36,75
2022-07-03,7,0,92,39,27,41,26,77,39,78
2022-07-04,8,0,75,36,24,35,19,62,31,65
2022-07-05,8,3,76,37,24,32,20,55,31,58
2022-07-06,7,0,72,37,20,29,16,58,32,61
