date,Lottostar (Pty) Ltd,Daily Lotto,DIY kits,art supplies
2019-09-19,0,75,0,0
2019-09-20,0,75,0,0
2019-09-21,0,85,0,0
2019-09-22,0,81,0,0
2019-09-23,0,74,0,0
2019-09-24,0,75,0,0
2019-09-25,0,68,0,0
2019-09-26,0,76,0,0
2019-09-27,0,75,0,0
2019-09-28,0,84,0,0
2019-09-29,0,81,0,0
2019-09-30,0,72,0,0
2019-10-01,0,75,0,0
2019-10-02,0,77,0,0
2019-10-03,0,83,0,0
2019-10-04,0,87,0,0
2019-10-05,0,90,0,0
2019-10-06,0,75,0,0
2019-10-07,0,68,0,0
2019-10-08,0,73,0,0
2019-10-09,0,87,0,0
2019-10-10,0,75,0,0
2019-10-11,0,82,0,0
2019-10-12,0,86,0,0
2019-10-13,0,77,0,0
2019-10-14,0,65,0,0
2019-10-15,0,74,0,0
2019-10-16,0,75,0,0
2019-10-17,0,76,0,0
2019-10-18,0,77,0,0
2019-10-19,0,73,0,0
2019-10-20,0,66,0,0
2019-10-21,0,60,0,0
2019-10-22,0,64,0,0
2019-10-23,0,65,0,0
2019-10-24,0,66,0,0
2019-10-25,0,60,0,0
2019-10-26,0,67,0,0
2019-10-27,0,62,0,0
2019-10-28,0,60,0,0
2019-10-29,0,74,0,0
2019-10-30,0,79,0,0
2019-10-31,0,76,0,0
2019-11-01,0,75,0,0
2019-11-02,0,75,0,0
2019-11-03,0,69,0,0
2019-11-04,0,66,0,0
2019-11-05,0,69,0,0
2019-11-06,0,72,0,0
2019-11-07,0,75,0,0
2019-11-08,0,80,0,0
2019-11-09,0,72,0,0
2019-11-10,0,70,0,0
2019-11-11,0,64,0,0
2019-11-12,0,68,0,0
2019-11-13,0,74,0,0
2019-11-14,0,71,0,0
2019-11-15,0,76,0,0
2019-11-16,0,82,0,0
2019-11-17,0,79,0,0
2019-11-18,0,63,0,0
2019-11-19,0,70,0,0
2019-11-20,0,71,0,0
2019-11-21,0,71,0,0
2019-11-22,0,77,0,0
2019-11-23,0,83,0,0
2019-11-24,0,70,0,0
2019-11-25,0,67,0,0
2019-11-26,0,62,0,0
2019-11-27,0,76,0,0
2019-11-28,0,67,0,0
2019-11-29,0,68,0,0
2019-11-30,0,76,0,0
2019-12-01,0,76,0,0
2019-12-02,0,63,0,0
2019-12-03,0,71,0,0
2019-12-04,0,70,0,0
2019-12-05,0,66,0,0
2019-12-06,0,76,0,0
2019-12-07,0,74,0,0
2019-12-08,0,70,0,0
2019-12-09,0,60,0,0
2019-12-10,0,67,0,0
2019-12-11,0,72,0,0
2019-12-12,0,70,0,0
2019-12-13,0,72,0,0
2019-12-14,0,78,0,0
2019-12-15,0,67,0,0
2019-12-16,0,66,0,0
2019-12-17,0,63,0,0
2019-12-18,0,67,0,0
2019-12-19,0,77,0,0
2019-12-20,0,81,0,0
2019-12-21,0,83,0,0
2019-12-22,0,74,0,0
2019-12-23,0,72,0,0
2019-12-24,0,75,0,0
2019-12-25,0,73,0,0
2019-12-26,0,59,0,0
2019-12-27,0,75,0,0
2019-12-28,0,78,0,0
2019-12-29,0,65,0,0
2019-12-30,0,71,3,0
2019-12-31,0,77,0,0
2020-01-01,0,71,0,0
