date,Kaizer Chiefs,Orlando Pirates,Sundowns,Premier League,Soccer Laduma,FIFA World Cup,Gambling,Tickets,Arsenal Store,Football
2024-12-25,3,7,4,6,0,1,0,5,0,9
2024-12-26,2,3,2,31,0,0,0,6,0,17
2024-12-27,3,3,2,14,0,0,0,8,0,12
2024-12-28,4,4,12,11,0,0,0,8,0,14
2024-12-29,36,33,3,22,1,1,0,8,0,17
2024-12-30,5,4,1,15,0,0,0,6,0,13
2024-12-31,3,2,1,8,1,0,0,6,0,10
2025-01-01,3,2,1,10,1,0,0,5,0,13
2025-01-02,3,2,2,5,1,0,0,6,0,12
2025-01-03,3,3,2,4,1,1,0,7,0,11
2025-01-04,5,16,20,24,1,1,0,7,0,17
2025-01-05,40,4,8,20,1,1,0,6,0,16
2025-01-06,5,3,2,6,1,0,0,6,0,10
2025-01-07,3,3,2,4,1,0,0,6,0,11
2025-01-08,21,30,2,4,1,1,0,7,0,12
2025-01-09,6,6,2,3,1,0,0,5,0,10
2025-01-10,4,3,2,3,1,1,0,8,0,11
2025-01-11,5,5,15,5,1,1,0,7,0,16
