date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2023-08-27,66,32,11,15,59,73,7,3,0
2023-08-28,57,34,24,11,57,59,5,3,1
2023-08-29,51,32,23,10,61,57,5,4,1
2023-08-30,58,34,23,10,56,57,4,3,1
2023-08-31,52,32,22,12,71,58,5,2,1
2023-09-01,66,46,21,10,73,63,5,4,1
2023-09-02,68,28,12,12,68,67,6,3,0
2023-09-03,58,30,10,15,46,63,5,2,0
2023-09-04,52,31,17,12,44,58,5,2,1
2023-09-05,56,27,18,10,61,55,5,3,2
2023-09-06,51,24,21,8,57,53,5,3,1
2023-09-07,55,28,13,9,54,58,5,3,1
2023-09-08,50,33,16,9,54,59,4,3,1
2023-09-09,53,32,13,10,50,64,6,3,1
2023-09-10,54,26,9,11,48,61,5,3,0
2023-09-11,51,23,20,9,53,51,4,3,1
2023-09-12,42,21,14,4,54,49,6,3,2
2023-09-13,53,24,20,9,52,50,6,3,1
2023-09-14,51,23,19,7,55,53,5,3,2
2023-09-15,55,25,17,8,48,62,5,3,1
2023-09-16,55,33,13,13,50,65,7,3,0
2023-09-17,56,28,12,11,48,64,6,2,2
2023-09-18,57,29,21,10,57,56,5,2,1
2023-09-19,47,24,19,13,45,56,6,3,1
2023-09-20,61,22,18,10,54,57,6,3,2
2023-09-21,61,27,20,9,55,63,6,3,2
2023-09-22,58,31,19,11,61,64,7,3,1
2023-09-23,61,28,12,10,48,66,7,2,1
2023-09-24,58,29,10,9,58,66,8,3,0
2023-09-25,75,33,14,13,56,68,7,3,1
2023-09-26,64,27,20,13,56,59,5,3,2
2023-09-27,63,28,20,9,64,63,5,2,1
2023-09-28,64,32,20,10,66,68,6,3,2
2023-09-29,58,26,25,6,60,63,6,3,1
2023-09-30,63,34,21,14,68,73,6,4,1
2023-10-01,64,29,12,9,58,67,6,4,0
2023-10-02,56,26,22,12,49,58,5,3,1
2023-10-03,58,27,23,12,56,56,5,3,1
2023-10-04,59,30,17,11,57,64,5,3,1
2023-10-05,57,26,16,8,57,64,5,3,1
2023-10-06,65,28,15,8,61,70,5,2,0
2023-10-07,50,33,9,9,52,70,5,3,1
2023-10-08,55,21,10,10,58,66,6,3,1
2023-10-09,53,25,18,10,60,65,5,3,1
2023-10-10,50,26,19,5,56,56,5,3,1
2023-10-11,49,22,17,6,58,52,5,2,1
2023-10-12,47,24,18,9,57,55,5,3,1
2023-10-13,58,23,16,10,58,57,5,3,1
2023-10-14,56,27,13,11,63,67,5,2,0
2023-10-15,54,25,9,10,52,59,6,3,1
2023-10-16,51,21,16,6,56,50,4,2,1
2023-10-17,51,24,21,8,52,52,5,3,1
2023-10-18,54,23,20,10,58,55,6,3,1
2023-10-19,54,20,24,9,55,54,5,3,0
2023-10-20,50,25,17,5,56,56,6,3,1
2023-10-21,47,24,9,9,52,56,6,3,1
2023-10-22,59,33,15,8,51,64,6,3,0
2023-10-23,51,22,18,7,50,55,5,3,1
2023-10-24,48,23,19,8,52,53,4,3,1
2023-10-25,69,32,21,9,64,56,5,3,0
2023-10-26,57,29,19,8,61,63,6,2,2
2023-10-27,61,26,17,6,62,60,6,3,0
2023-10-28,50,22,13,8,53,56,7,4,1
2023-10-29,45,20,11,4,45,51,5,2,0
2023-10-30,51,19,19,6,54,49,6,3,1
2023-10-31,57,26,29,8,64,51,5,2,0
2023-11-01,49,23,20,8,60,54,4,3,1
2023-11-02,60,29,19,8,66,64,5,3,0
2023-11-03,50,27,20,9,59,59,5,3,0
2023-11-04,62,26,13,7,65,71,6,3,1
2023-11-05,57,26,13,11,54,68,6,3,0
2023-11-06,53,28,21,11,61,55,4,3,0
2023-11-07,52,28,21,11,63,56,6,3,1
2023-11-08,51,27,19,6,64,57,5,3,1
2023-11-09,71,30,14,9,69,60,5,2,1
2023-11-10,56,28,19,8,62,64,5,3,1
2023-11-11,60,23,15,9,64,68,6,4,1
2023-11-12,58,26,11,12,54,67,5,3,0
2023-11-13,58,26,15,10,52,60,5,3,1
2023-11-14,54,26,19,8,65,59,5,3,1
2023-11-15,57,26,18,8,64,60,5,3,0
2023-11-16,60,27,17,11,72,66,6,3,1
2023-11-17,61,27,18,7,62,70,5,3,1
2023-11-18,66,27,16,13,76,82,7,3,0
2023-11-19,58,37,14,10,64,74,5,3,0
2023-11-20,58,28,18,6,70,62,5,4,2
2023-11-21,57,25,24,6,67,69,6,4,1
2023-11-22,64,29,21,13,72,65,5,5,0
2023-11-23,76,38,29,11,82,73,6,4,2
2023-11-24,80,44,26,14,100,78,6,6,0
2023-11-25,72,32,17,13,81,75,6,4,0
2023-11-26,76,41,14,15,77,81,5,4,1
2023-11-27,72,35,26,12,72,71,6,4,1
2023-11-28,64,34,29,13,65,77,5,4,1
2023-11-29,74,33,25,11,63,75,5,3,1
2023-11-30,71,33,30,12,76,79,6,4,2
2023-12-01,74,24,22,8,66,85,5,4,2
2023-12-02,65,31,14,12,71,87,7,3,1
2023-12-03,71,34,14,12,71,74,5,3,1
2023-12-04,69,31,23,12,63,79,6,3,2
2023-12-05,60,35,19,9,71,72,7,3,2
2023-12-06,63,26,19,6,72,77,5,3,0
2023-12-07,64,26,20,5,70,78,5,3,2
2023-12-08,63,31,17,10,79,80,7,3,1
2023-12-09,68,32,17,10,74,84,7,3,0
2023-12-10,73,29,12,9,75,81,6,4,2
2023-12-11,65,30,19,7,84,79,7,4,0
2023-12-12,65,32,17,11,72,82,6,4,2
2023-12-13,72,31,16,10,87,85,6,3,2
2023-12-14,66,31,17,8,75,85,6,5,1
2023-12-15,80,33,17,11,81,94,6,3,2
2023-12-16,65,35,16,10,69,85,7,3,2
2023-12-17,67,33,14,13,72,84,7,4,2
2023-12-18,72,33,16,10,82,84,6,4,2
2023-12-19,79,32,14,10,80,93,5,4,2
2023-12-20,76,37,12,8,81,87,6,5,2
2023-12-21,86,36,14,11,90,100,6,3,2
2023-12-22,71,29,12,5,88,95,6,3,1
2023-12-23,70,31,10,15,84,89,5,3,2
2023-12-24,51,28,6,8,85,79,5,3,0
2023-12-25,35,20,6,11,74,55,7,2,0
2023-12-26,59,23,0,8,82,61,5,3,0
2023-12-27,59,30,11,9,69,62,5,4,1
2023-12-28,59,28,11,10,71,68,5,3,1
2023-12-29,64,33,11,13,69,66,6,4,1
2023-12-30,62,26,13,10,59,69,4,3,0
2023-12-31,44,26,11,0,49,54,5,3,1
2024-01-01,54,20,8,12,43,51,6,2,0
2024-01-02,63,28,13,6,59,62,4,3,1
2024-01-03,59,32,12,10,59,62,5,2,2
2024-01-04,63,35,17,10,58,63,5,3,2
2024-01-05,60,35,14,10,63,63,5,4,1
2024-01-06,60,34,12,11,54,68,4,3,1
2024-01-07,58,25,7,11,61,64,5,2,0
2024-01-08,64,30,14,9,55,61,5,3,1
2024-01-09,57,25,18,10,51,60,4,3,1
