date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2019-04-26,51,31,76,0,52,82,12,2,2
2019-04-27,60,38,46,0,65,80,11,2,3
2019-04-28,73,35,44,0,47,77,13,3,0
2019-04-29,51,33,70,0,54,71,9,2,0
2019-04-30,59,35,100,0,61,77,10,3,2
2019-05-01,73,53,63,0,63,88,12,3,0
2019-05-02,61,42,83,0,55,71,11,2,2
2019-05-03,77,38,79,0,61,82,11,3,2
2019-05-04,57,38,37,0,61,77,12,0,0
2019-05-05,90,50,30,0,72,81,11,2,0
2019-05-06,65,33,61,0,66,62,9,2,0
2019-05-07,55,45,58,0,68,63,10,0,2
2019-05-08,55,36,31,0,61,63,12,2,0
2019-05-09,53,32,57,0,76,58,9,3,0
2019-05-10,54,29,54,0,71,68,9,3,0
2019-05-11,62,51,42,0,73,73,10,3,2
2019-05-12,56,38,29,0,72,65,11,3,0
2019-05-13,57,35,65,0,61,62,8,3,2
2019-05-14,52,38,61,0,68,62,10,2,1
2019-05-15,77,46,69,0,66,67,9,2,0
2019-05-16,55,44,74,0,56,66,12,3,0
2019-05-17,65,36,67,0,54,75,11,3,0
2019-05-18,61,57,24,0,54,82,11,4,0
2019-05-19,57,34,39,0,58,76,12,3,0
2019-05-20,58,35,69,0,56,63,9,3,0
2019-05-21,62,46,73,0,54,67,10,4,0
2019-05-22,68,37,78,0,72,67,10,3,0
2019-05-23,57,47,85,0,71,71,11,3,0
2019-05-24,72,39,69,0,57,84,11,3,0
2019-05-25,75,44,48,0,63,91,13,4,0
2019-05-26,83,42,52,0,61,81,12,4,0
2019-05-27,78,54,92,0,65,69,8,4,2
2019-05-28,64,51,90,0,67,78,12,4,0
2019-05-29,65,48,70,0,59,68,12,4,0
2019-05-30,72,43,77,0,61,70,11,4,2
2019-05-31,61,44,84,0,60,82,11,4,0
2019-06-01,73,39,63,0,59,81,12,3,0
2019-06-02,79,61,46,0,60,82,10,4,0
2019-06-03,61,37,78,0,56,68,9,4,2
2019-06-04,57,35,82,0,59,73,10,2,0
2019-06-05,56,40,76,0,68,67,10,3,0
2019-06-06,69,49,76,0,44,75,9,4,0
2019-06-07,71,46,62,0,62,69,11,2,0
2019-06-08,78,43,44,0,45,80,11,3,0
2019-06-09,59,28,37,0,63,72,13,5,0
2019-06-10,61,42,70,0,68,66,10,3,0
2019-06-11,55,58,77,0,61,65,11,3,2
2019-06-12,54,31,66,0,47,78,12,4,2
2019-06-13,67,48,61,0,64,71,13,3,2
2019-06-14,64,43,63,0,66,80,13,2,0
2019-06-15,71,44,54,0,56,86,14,5,0
2019-06-16,64,41,36,0,64,76,10,2,0
2019-06-17,71,41,77,0,62,78,11,4,0
2019-06-18,71,35,76,0,64,70,12,3,0
2019-06-19,78,38,70,0,58,75,10,3,2
2019-06-20,67,52,66,0,61,71,12,3,0
2019-06-21,70,37,63,0,46,66,11,3,2
2019-06-22,84,47,47,0,55,85,12,3,0
2019-06-23,78,58,50,0,57,81,13,5,0
2019-06-24,88,40,75,0,55,71,11,3,0
2019-06-25,84,50,82,0,60,77,15,3,2
2019-06-26,71,53,71,0,67,79,13,3,2
2019-06-27,88,48,73,0,74,82,11,3,0
2019-06-28,69,46,71,0,69,85,12,3,2
2019-06-29,90,47,65,0,71,90,12,4,2
2019-06-30,77,51,70,0,63,89,12,2,0
