date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2020-04-11,55,24,12,0,23,70,10,2,0
2020-04-12,60,34,10,0,24,80,9,2,0
2020-04-13,58,32,14,0,16,78,10,2,0
2020-04-14,55,28,18,0,19,66,9,0,0
2020-04-15,55,25,20,0,17,63,8,1,0
2020-04-16,57,29,21,0,16,68,8,2,0
2020-04-17,55,28,24,0,17,70,8,2,0
2020-04-18,69,30,14,0,25,84,11,0,0
2020-04-19,63,35,10,0,22,88,10,2,0
2020-04-20,54,31,23,0,16,71,7,0,0
2020-04-21,60,31,15,0,15,65,7,2,0
2020-04-22,54,31,27,0,21,70,8,2,0
2020-04-23,52,27,29,0,17,64,7,1,0
2020-04-24,72,35,28,0,17,73,9,2,0
2020-04-25,87,49,21,0,19,89,10,1,0
2020-04-26,69,41,18,0,20,85,12,3,0
2020-04-27,75,32,19,0,24,86,9,2,0
2020-04-28,69,41,28,0,12,75,6,4,0
2020-04-29,71,34,30,0,24,71,7,2,0
2020-04-30,73,36,34,0,18,72,8,2,0
2020-05-01,89,39,27,0,27,93,10,3,0
2020-05-02,87,56,22,0,27,100,9,4,0
2020-05-03,97,51,25,0,24,93,11,2,0
2020-05-04,72,41,35,0,21,73,8,4,0
2020-05-05,77,36,35,0,25,79,9,1,0
2020-05-06,74,35,33,0,31,74,9,3,0
2020-05-07,67,36,30,0,28,74,7,3,0
2020-05-08,74,38,28,0,24,75,8,2,0
2020-05-09,77,41,26,0,45,87,10,4,0
2020-05-10,74,45,16,0,42,80,10,3,0
2020-05-11,73,43,38,0,36,72,8,3,0
2020-05-12,69,33,36,0,33,70,8,3,0
2020-05-13,61,37,34,0,32,68,8,3,0
2020-05-14,62,37,30,0,34,76,9,3,0
2020-05-15,74,42,29,0,42,76,8,3,0
2020-05-16,94,50,26,0,37,90,13,5,0
2020-05-17,80,49,18,6,33,85,12,3,0
2020-05-18,72,36,50,10,46,78,9,3,0
2020-05-19,74,40,47,0,32,76,10,4,0
2020-05-20,70,38,43,0,50,78,7,2,1
2020-05-21,78,36,38,0,38,74,9,2,0
2020-05-22,75,45,40,0,35,75,9,3,0
2020-05-23,100,45,30,0,44,98,11,3,0
2020-05-24,80,43,26,0,34,89,10,4,0
2020-05-25,77,43,39,0,44,79,11,5,0
2020-05-26,77,39,39,0,40,70,7,5,0
2020-05-27,72,37,41,0,34,69,9,4,0
2020-05-28,69,40,35,6,43,68,10,4,0
2020-05-29,73,38,38,0,37,72,8,3,0
2020-05-30,87,41,41,0,50,87,11,3,0
2020-05-31,79,42,37,0,36,86,8,3,0
2020-06-01,75,37,54,0,28,68,9,2,0
2020-06-02,71,31,39,0,42,69,8,3,0
2020-06-03,71,41,36,0,43,72,8,3,0
2020-06-04,74,41,36,0,35,72,8,4,1
2020-06-05,77,30,40,0,43,73,9,4,0
2020-06-06,73,37,27,0,34,84,9,3,0
2020-06-07,82,42,37,0,35,89,10,2,0
2020-06-08,71,34,39,0,38,71,9,2,0
2020-06-09,62,30,45,0,49,68,7,3,0
2020-06-10,67,36,37,0,37,66,8,3,0
2020-06-11,67,31,34,0,40,62,7,2,0
2020-06-12,73,29,28,0,30,62,7,2,1
2020-06-13,72,42,28,0,44,76,9,2,0
2020-06-14,80,35,23,8,40,71,9,3,0
2020-06-15,68,34,37,0,33,66,7,3,0
2020-06-16,69,34,22,12,41,74,9,3,0
2020-06-17,67,32,33,0,34,64,8,3,0
2020-06-18,61,25,36,0,43,70,7,2,0
2020-06-19,66,33,34,0,43,73,7,3,0
2020-06-20,74,38,27,0,50,82,8,3,2
2020-06-21,71,38,20,0,45,85,9,0,0
2020-06-22,63,34,61,0,40,80,9,3,1
2020-06-23,71,37,43,9,40,87,9,3,1
2020-06-24,74,40,40,0,36,77,9,3,2
2020-06-25,76,37,38,0,47,81,9,3,1
2020-06-26,76,45,36,0,41,82,11,3,2
2020-06-27,96,45,28,0,40,93,9,3,0
2020-06-28,84,49,21,0,41,89,10,3,0
2020-06-29,71,41,40,0,36,83,8,3,0
2020-06-30,75,34,48,0,39,70,9,3,1
2020-07-01,66,43,49,0,38,73,9,3,2
2020-07-02,68,41,40,0,40,75,8,2,0
