date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2021-03-18,51,34,39,0,44,73,8,3,2
2021-03-19,66,27,34,0,58,71,9,2,1
2021-03-20,67,38,32,0,47,83,9,4,2
2021-03-21,50,33,21,0,51,80,8,3,0
2021-03-22,79,36,27,0,57,89,11,3,1
2021-03-23,56,32,44,0,51,71,8,2,0
2021-03-24,67,39,40,0,55,71,7,3,2
2021-03-25,69,36,34,0,50,74,8,2,0
2021-03-26,82,38,43,0,54,82,8,4,2
2021-03-27,68,46,26,0,59,100,11,3,2
2021-03-28,73,23,37,0,63,81,9,4,0
2021-03-29,72,32,49,0,50,71,8,5,2
2021-03-30,65,23,43,0,56,74,7,4,0
2021-03-31,69,34,43,0,62,74,7,2,3
2021-04-01,69,31,38,0,56,79,9,3,1
2021-04-02,70,33,28,0,67,87,11,3,0
2021-04-03,69,31,29,0,51,86,10,4,2
2021-04-04,58,33,17,0,45,73,10,2,2
2021-04-05,73,36,26,0,61,81,8,3,0
2021-04-06,58,31,44,0,37,68,8,3,0
2021-04-07,67,26,35,7,57,71,7,2,0
2021-04-08,65,32,37,0,53,76,8,3,0
2021-04-09,68,30,34,0,48,75,8,3,1
2021-04-10,61,35,26,0,45,83,8,2,0
2021-04-11,67,30,21,0,56,74,7,2,2
2021-04-12,65,26,33,0,41,70,6,2,1
2021-04-13,60,29,35,0,51,66,7,2,0
2021-04-14,62,29,35,0,46,67,6,3,0
2021-04-15,62,29,37,0,49,66,8,3,1
2021-04-16,76,31,33,0,50,78,8,2,2
2021-04-17,58,38,36,0,38,80,9,2,2
2021-04-18,62,34,29,0,56,80,9,2,0
2021-04-19,57,30,39,0,56,67,7,3,2
2021-04-20,64,35,42,0,54,71,8,3,0
2021-04-21,76,34,42,0,60,76,8,3,0
2021-04-22,69,29,39,0,65,74,8,3,0
2021-04-23,64,37,43,0,60,77,8,3,1
2021-04-24,77,44,26,0,63,90,10,2,2
2021-04-25,71,39,29,0,50,85,11,2,0
2021-04-26,71,41,42,7,62,80,6,3,2
2021-04-27,65,30,27,0,68,83,9,4,0
2021-04-28,65,35,39,0,62,74,7,3,2
2021-04-29,70,38,40,0,57,75,8,3,1
2021-04-30,61,33,57,0,61,74,7,4,1
2021-05-01,66,37,30,0,62,77,10,3,0
2021-05-02,67,37,27,0,51,79,9,3,0
2021-05-03,74,28,39,0,70,74,7,3,2
2021-05-04,69,38,41,0,66,66,6,4,2
2021-05-05,65,30,34,0,58,64,7,4,1
2021-05-06,74,40,27,0,69,67,9,3,0
2021-05-07,66,43,35,0,61,72,7,4,2
2021-05-08,75,34,31,0,61,78,8,2,2
2021-05-09,64,29,14,0,79,64,8,2,0
2021-05-10,59,30,28,0,53,66,7,3,2
2021-05-11,54,30,35,0,53,67,7,2,0
2021-05-12,63,26,31,7,56,66,7,2,1
2021-05-13,56,32,33,0,40,71,7,3,2
2021-05-14,67,35,26,0,49,71,9,2,1
2021-05-15,57,37,22,0,59,74,8,2,0
2021-05-16,70,37,25,0,55,69,8,2,0
2021-05-17,60,32,45,0,55,68,8,2,1
2021-05-18,65,37,41,8,57,62,7,3,3
2021-05-19,62,32,36,0,48,68,8,2,0
2021-05-20,64,36,39,0,60,69,7,2,0
2021-05-21,70,24,37,0,52,72,10,2,0
2021-05-22,66,33,30,0,55,79,9,3,1
2021-05-23,59,31,26,0,48,74,9,2,0
2021-05-24,75,36,39,0,57,69,8,3,0
2021-05-25,67,38,32,0,51,73,10,4,0
2021-05-26,74,37,40,0,60,69,8,4,1
2021-05-27,69,30,40,0,55,75,9,4,1
2021-05-28,65,44,32,0,63,86,8,2,2
2021-05-29,72,32,27,0,69,88,10,3,0
2021-05-30,73,27,23,0,66,78,9,2,0
2021-05-31,58,36,53,0,54,60,7,2,1
2021-06-01,60,28,50,0,57,66,8,3,2
2021-06-02,59,30,38,0,58,64,7,2,0
2021-06-03,62,29,31,0,59,61,6,5,0
2021-06-04,61,34,28,0,57,65,8,4,0
2021-06-05,75,37,26,0,54,71,9,3,0
2021-06-06,61,22,23,0,55,70,9,3,0
2021-06-07,58,32,27,0,52,62,8,3,1
2021-06-08,61,35,35,0,49,63,7,3,0
2021-06-09,58,31,35,0,51,60,9,3,0
2021-06-10,63,36,29,0,50,60,7,2,1
2021-06-11,58,31,24,0,53,72,8,3,0
2021-06-12,69,34,16,0,72,77,11,3,0
2021-06-13,69,33,22,0,44,75,8,3,0
2021-06-14,54,31,31,0,48,66,7,2,0
2021-06-15,61,32,29,0,50,66,8,2,2
2021-06-16,74,41,27,0,56,79,8,2,0
2021-06-17,65,31,36,0,58,69,7,4,0
2021-06-18,61,26,28,0,53,69,7,2,2
2021-06-19,75,36,23,0,45,79,9,3,0
2021-06-20,69,32,23,0,62,70,8,3,0
2021-06-21,68,29,34,0,55,69,9,4,0
2021-06-22,71,40,29,0,53,64,7,3,0
2021-06-23,67,33,28,0,52,69,7,3,1
2021-06-24,67,40,35,0,63,72,6,4,2
2021-06-25,71,35,34,0,54,80,7,0,0
2021-06-26,78,37,24,0,53,83,8,3,0
2021-06-27,69,45,23,0,49,82,7,3,0
2021-06-28,65,28,41,0,57,67,7,3,1
2021-06-29,63,35,42,0,50,66,6,3,0
2021-06-30,70,37,58,0,52,72,8,4,0
2021-07-01,66,45,44,0,52,75,8,3,2
2021-07-02,61,38,42,0,49,74,7,4,0
2021-07-03,82,42,25,0,63,89,9,4,1
2021-07-04,100,41,24,0,44,88,9,3,0
