date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2022-06-21,76,31,34,6,62,75,7,3,1
2022-06-22,78,40,33,8,59,76,9,3,1
2022-06-23,67,36,34,10,69,69,9,3,1
2022-06-24,84,38,35,7,75,80,8,3,2
2022-06-25,88,42,21,9,66,97,9,3,0
2022-06-26,89,57,24,13,81,90,9,3,0
2022-06-27,75,32,34,6,68,78,7,3,2
2022-06-28,73,39,42,8,74,81,7,4,2
2022-06-29,65,39,35,13,66,75,8,4,1
2022-06-30,67,37,43,12,62,81,8,3,2
2022-07-01,73,39,35,10,66,86,7,3,2
2022-07-02,83,39,25,8,71,91,8,4,2
2022-07-03,89,42,11,6,62,92,11,4,2
2022-07-04,62,35,27,8,63,72,8,4,2
2022-07-05,68,32,31,8,64,75,7,4,1
2022-07-06,62,38,32,6,65,82,7,4,0
