date,Clicks,Dischem,Avon,CeraVe,Perfume,Hair,Makeup,Cosmetics,Beauty Salon
2021-10-22,59,32,30,0,48,63,9,2,2
2021-10-23,71,35,18,0,58,71,10,3,0
2021-10-24,55,29,15,0,55,68,9,3,0
2021-10-25,56,30,48,0,57,61,9,3,0
2021-10-26,64,28,35,0,55,60,7,3,1
2021-10-27,56,35,40,0,53,62,8,3,0
2021-10-28,53,34,41,0,66,63,9,2,1
2021-10-29,59,34,31,0,65,70,10,3,0
2021-10-30,62,22,29,0,61,75,14,3,0
2021-10-31,64,32,24,0,65,68,10,2,2
2021-11-01,59,28,36,0,59,69,7,2,0
2021-11-02,52,33,41,0,44,58,6,2,0
2021-11-03,47,25,30,0,54,57,6,2,0
2021-11-04,59,30,35,0,65,59,7,3,2
2021-11-05,59,25,33,0,65,63,7,2,0
2021-11-06,58,27,18,0,59,69,9,3,1
2021-11-07,56,24,24,0,48,68,6,3,0
2021-11-08,57,31,32,0,61,61,7,2,1
2021-11-09,57,25,33,0,67,62,8,3,0
2021-11-10,61,23,30,0,60,60,7,3,1
2021-11-11,57,23,32,0,47,62,7,3,1
2021-11-12,57,27,38,0,52,68,9,3,1
2021-11-13,58,25,21,0,57,76,10,3,0
2021-11-14,70,29,21,0,60,74,8,3,0
2021-11-15,58,26,38,0,51,63,6,3,0
2021-11-16,67,31,36,0,55,65,8,3,0
2021-11-17,58,28,31,0,56,64,7,3,2
2021-11-18,66,31,30,0,56,67,7,2,1
2021-11-19,70,30,35,0,54,70,8,3,0
2021-11-20,69,35,23,0,59,76,9,4,0
2021-11-21,61,30,22,0,65,69,8,2,0
2021-11-22,62,31,32,0,55,69,8,3,1
2021-11-23,71,33,28,0,67,66,7,4,1
2021-11-24,69,39,36,0,72,69,8,6,2
2021-11-25,65,37,33,0,74,70,8,5,0
2021-11-26,78,44,41,0,99,72,8,6,0
2021-11-27,67,29,28,0,91,78,10,3,0
2021-11-28,70,36,28,0,64,73,9,4,0
2021-11-29,76,33,41,0,72,73,9,4,0
2021-11-30,72,37,40,0,68,75,8,3,1
2021-12-01,79,41,45,0,68,79,8,4,1
2021-12-02,62,42,32,0,64,78,10,3,2
2021-12-03,65,36,38,0,56,87,9,2,2
2021-12-04,59,38,22,0,59,81,9,3,2
2021-12-05,59,44,23,0,66,83,8,3,0
2021-12-06,67,39,50,0,59,79,7,3,0
2021-12-07,68,35,41,0,71,78,9,3,0
2021-12-08,68,37,28,0,71,72,7,3,2
2021-12-09,58,35,32,0,71,87,9,2,2
2021-12-10,71,37,37,8,76,80,8,4,1
2021-12-11,62,30,23,0,67,83,9,4,3
2021-12-12,71,37,20,0,69,82,9,3,2
2021-12-13,61,37,36,0,67,79,6,4,1
2021-12-14,68,33,30,0,77,90,8,2,2
2021-12-15,63,46,28,0,88,83,7,3,2
2021-12-16,75,40,24,0,100,93,8,4,2
2021-12-17,82,39,29,0,83,84,10,3,2
2021-12-18,67,39,19,0,93,89,7,2,0
2021-12-19,69,42,23,0,80,83,8,3,2
2021-12-20,80,42,26,0,87,97,8,3,0
2021-12-21,82,45,22,0,96,100,8,3,2
2021-12-22,85,37,19,0,79,98,6,3,2
2021-12-23,74,40,16,0,97,98,6,2,1
2021-12-24,58,36,10,0,84,88,7,3,0
2021-12-25,38,17,0,0,87,54,5,2,0
2021-12-26,63,36,13,0,65,66,8,3,0
2021-12-27,59,40,15,0,67,68,8,3,2
2021-12-28,75,33,17,0,67,74,6,2,0
2021-12-29,69,45,19,0,75,75,7,2,1
2021-12-30,69,35,22,0,64,74,6,2,1
2021-12-31,41,28,17,0,51,59,6,0,2
2022-01-01,39,29,9,0,39,53,7,3,0
2022-01-02,61,25,19,0,53,62,7,0,0
2022-01-03,57,34,24,0,45,65,7,2,3
2022-01-04,58,34,31,0,49,63,6,2,0
2022-01-05,64,43,17,0,54,63,8,2,2
